

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   163.00000 -0.459651E+01  0.000000E+00 -0.134573E+02  0.000000E+00 -0.138344E+02    -35.214      0.000    -38.428     163
   164.00000 -0.459651E+01  0.000000E+00 -0.134573E+02  0.000000E+00 -0.138424E+02    -36.560      0.000    -38.573     164
   165.00000 -0.431371E+01  0.000000E+00 -0.131745E+02  0.000000E+00 -0.138503E+02  -1085.679      0.000    -38.710     165
   166.00000 -0.430571E+01  0.000000E+00 -0.131665E+02  0.000000E+00 -0.138582E+02   -152.704      0.000    -38.812     166
   167.00000 -0.429891E+01  0.000000E+00 -0.131597E+02  0.000000E+00 -0.138661E+02   -120.085      0.000    -38.877     167
   168.00000 -0.420171E+01  0.000000E+00 -0.130625E+02  0.000000E+00 -0.138742E+02  -4930.185      0.000    -38.804     168
   169.00000 -0.417531E+01  0.000000E+00 -0.130361E+02  0.000000E+00 -0.138840E+02  -2580.390      0.000    -38.433     169
   170.00000 -0.414501E+01  0.000000E+00 -0.130058E+02  0.000000E+00 -0.138965E+02  -7564.874      0.000    -37.739     170
   171.00000 -0.409210E+01  0.000000E+00 -0.129810E+02  0.000000E+00 -0.139113E+02 -10000.000      0.000    -37.119     171
   172.00000 -0.411420E+01  0.000000E+00 -0.130031E+02  0.000000E+00 -0.139300E+02    -93.868      0.000    -36.205     172
   173.00000 -0.447081E+01  0.000000E+00 -0.133597E+02  0.000000E+00 -0.139535E+02    -23.556      0.000    -34.941     173
   174.00000 -0.491001E+01  0.000000E+00 -0.137989E+02  0.000000E+00 -0.139817E+02    -20.671      0.000    -33.533     174
   175.00000 -0.497601E+01  0.000000E+00 -0.138649E+02  0.000000E+00 -0.140136E+02    -26.074      0.000    -32.238     175
   176.00000 -0.498461E+01  0.000000E+00 -0.138735E+02  0.000000E+00 -0.140490E+02    -30.574      0.000    -31.238     176
   177.00000 -0.497511E+01  0.000000E+00 -0.138640E+02  0.000000E+00 -0.140866E+02    -34.977      0.000    -30.608     177
   178.00000 -0.488731E+01  0.000000E+00 -0.137762E+02  0.000000E+00 -0.141245E+02    -56.828      0.000    -30.255     178
   179.00000 -0.471201E+01  0.000000E+00 -0.136009E+02  0.000000E+00 -0.141620E+02   -710.108      0.000    -30.075     179
   180.00000 -0.427720E+01  0.000000E+00 -0.134560E+02  0.000000E+00 -0.141991E+02 -10000.000      0.000    -29.997     180
   181.00000 -0.406381E+01  0.000000E+00 -0.134201E+02  0.000000E+00 -0.142359E+02 -10000.000      0.000    -30.014     181
